id,nombre,apellido,edad,Genero,promedio_estadistica,promedio_matematica,promedio_programacion,promedio_bigdata,promedio_ofimatica,faltas_estadistica,faltas_matematica,faltas_programacion,faltas_bigdata,faltas_ofimatica,estilo_aprendizaje,metodos_estudio,horas_diarias_estudio,participacion_clases,acceso_recursos_tecnologicos,acceso_internet,motivacion_carrera,objetivos_academicos,estres,satisfaccion_ensenanza,actitud_hacia_tecnologia
776,Daveen,Fuzzard,38,Female,4.3,0.52,2.07,8.79,4.83,0.12,0.05,0.49,0.96,0.5,Multimodal,flashcards,5,false,true,false,false,true,true,true,true
777,Sloane,Pheby,23,Male,3.83,3.88,6.19,1.13,1.39,0.51,0.47,0.83,0.44,0.4,auditivo,técnica Pomodoro,3,false,false,false,true,true,true,true,true
778,Felicia,Oneil,18,Female,4.68,0.5,1.34,7.8,6.58,0.17,0.27,0.54,0.37,0.17,otro,lectura activa,5,false,false,true,true,true,true,true,true
779,Nicolle,Reiners,18,Female,5.34,7.19,7.53,5.86,4.36,0.21,0.5,0.8,0.71,0.88,kinestésico,Toma de apuntes,7,false,true,false,false,false,false,false,true
780,Chaddie,Haxby,20,Male,0.56,9.28,7.17,8.72,1.74,0.44,0.63,0.08,0.05,0.58,visual,otro,8,false,true,true,false,false,true,true,false
781,Claus,Castille,22,Male,0.37,8.25,4.42,7.13,6.58,0.8,0.56,0.03,0.84,0.89,auditivo,lectura activa,6,true,false,false,true,true,true,false,false
782,Dino,Bogace,40,Male,3.18,2.08,7.9,9.84,8.13,0.68,0.93,0.91,0.41,0.6,Lectura/Escritura,resúmenes,7,false,true,false,true,true,true,true,true
783,Alphard,Moulster,36,Male,4.31,1.27,1.6,0.79,4.03,0.04,0.37,0.67,0.26,0.48,Multimodal,autoevaluación y pruebas prácticas,8,false,true,false,true,true,true,false,true
784,Rebecca,Ludlow,31,Female,8.3,8.46,9.36,6.26,9.28,0.12,0.63,0.33,0.24,0.66,Lectura/Escritura,enseñanza a otros,8,false,false,false,true,true,true,false,false
785,Bernadene,Klimkov,30,Female,0.21,7.91,6.25,3.37,6.72,0.13,0.36,0.8,0.6,0.39,otro,Toma de apuntes,1,false,true,false,false,false,true,false,false
786,Victoria,Caesar,38,Female,1.95,4.69,2.15,9.93,5.26,0.66,0.61,0.61,0.58,0.51,otro,enseñanza a otros,8,true,true,false,true,false,false,false,true
787,Neysa,Selly,35,Female,1.61,7.89,3.18,9.41,6.07,0.22,0.77,0.16,0.51,0.55,kinestésico,técnica Pomodoro,6,false,false,false,true,false,true,false,false
788,Legra,Doniso,27,Female,1.91,5.83,8.52,8.48,0.1,0.65,0.08,1.0,0.02,0.68,kinestésico,autoevaluación y pruebas prácticas,7,true,true,true,true,true,false,false,false
789,Tore,Splevins,28,Male,5.9,7.93,1.65,4.94,4.17,0.87,0.14,0.06,0.27,0.56,Lectura/Escritura,Toma de apuntes,5,true,false,true,true,false,false,false,false
790,Lezlie,Tyhurst,40,Female,8.09,7.23,1.96,9.08,9.76,0.06,0.93,0.07,0.31,0.27,Lectura/Escritura,enseñanza a otros,8,false,true,false,true,true,true,false,true
791,Rolland,Van Oort,37,Male,5.25,0.9,4.24,7.08,9.89,0.9,0.45,0.49,0.85,0.39,visual,enseñanza a otros,3,false,false,true,true,true,true,false,true
792,Ulrika,Picken,28,Female,2.48,8.6,6.22,8.83,4.45,0.66,0.85,0.84,0.48,0.27,auditivo,uso de tecnología,4,false,true,true,true,true,false,false,false
793,Neala,Marsland,25,Female,2.59,8.77,1.76,5.97,4.37,0.13,0.26,0.32,0.1,0.99,visual,mapas mentales,5,false,false,true,true,false,true,true,false
794,Morse,Dunn,24,Male,4.38,7.68,1.27,7.08,5.91,0.67,0.85,0.36,0.33,0.86,visual,técnica Pomodoro,7,true,true,false,true,false,true,false,false
795,Gus,Kleen,36,Male,6.37,9.86,4.36,9.12,3.51,0.33,0.65,0.04,0.46,0.89,kinestésico,enseñanza a otros,8,false,false,true,true,true,false,false,false
796,Ricky,Stonebridge,26,Female,8.77,9.23,7.05,8.45,1.04,0.58,0.69,0.73,0.7,0.74,auditivo,uso de tecnología,0,false,false,false,false,false,true,true,false
797,Hanna,Peinton,18,Female,2.1,9.33,0.7,0.13,2.9,0.99,0.48,0.88,0.59,0.38,Lectura/Escritura,otro,4,true,false,false,true,true,true,true,true
798,Jermaine,Sagg,27,Female,1.22,3.5,0.92,9.34,2.32,0.83,0.88,0.82,0.49,0.64,kinestésico,uso de tecnología,2,false,false,false,false,true,false,true,true
799,Shay,Malimoe,22,Male,3.21,3.35,3.11,4.32,7.86,0.68,0.42,0.37,0.36,0.17,auditivo,resúmenes,1,true,false,true,true,false,false,false,false
800,Michele,Pritchard,38,Female,0.91,7.13,1.99,3.67,7.12,0.93,0.11,0.9,0.21,0.5,kinestésico,otro,0,false,true,false,true,true,true,false,true
801,Alecia,Money,33,Female,4.82,5.88,8.81,8.73,8.35,0.56,0.23,0.47,0.42,0.9,Multimodal,flashcards,8,false,true,false,false,false,true,true,true
802,Buddie,Gary,24,Male,1.44,1.59,9.11,5.09,2.43,0.27,0.15,0.17,0.53,0.05,otro,mapas mentales,8,false,true,false,false,false,true,true,true
803,Jerrine,Dubock,24,Female,7.68,6.56,8.08,1.39,6.99,0.09,0.6,0.86,0.48,0.52,kinestésico,resúmenes,6,true,true,true,true,false,true,true,false
804,Lezley,Craydon,28,Male,1.02,5.59,3.26,1.94,7.8,0.91,0.9,0.77,0.14,0.32,visual,Toma de apuntes,8,false,false,false,false,false,true,true,false
805,Bryanty,Conaghan,34,Male,1.09,1.89,9.8,1.26,1.04,0.59,0.93,0.25,0.14,0.41,auditivo,grupos de estudio,8,false,true,true,false,true,false,false,true
806,Anderson,Royl,32,Male,4.59,5.28,9.7,4.74,1.49,0.33,0.97,0.66,0.96,0.02,otro,otro,1,false,true,false,true,true,true,true,false
807,Rolf,Ferencowicz,24,Male,5.72,9.43,4.48,1.8,8.85,0.23,0.37,0.32,0.57,0.75,otro,Toma de apuntes,8,true,false,true,true,true,false,false,true
808,Valle,Minchinton,29,Male,1.68,8.19,5.07,5.61,9.87,0.63,0.71,0.56,0.44,0.07,otro,autoevaluación y pruebas prácticas,6,false,false,false,false,true,false,true,true
809,Gleda,Rendle,39,Female,0.35,0.68,5.09,1.66,2.31,0.71,0.8,0.68,0.3,0.74,Lectura/Escritura,enseñanza a otros,4,false,false,true,false,true,true,true,true
810,Cherise,Thomassin,37,Female,5.59,5.49,7.53,2.86,6.74,0.36,0.77,0.15,0.57,0.02,visual,uso de tecnología,1,false,true,false,false,false,true,true,true
811,Angelina,Self,27,Female,7.81,7.16,2.42,2.57,4.88,0.75,0.26,0.04,0.12,0.1,otro,otro,5,true,true,true,true,true,false,true,true
812,Boniface,Kochlin,27,Male,1.37,0.99,9.63,4.63,7.86,0.71,0.36,0.75,0.86,0.81,visual,autoevaluación y pruebas prácticas,4,true,true,false,true,true,true,true,false
813,Lev,Barwise,39,Male,9.0,2.32,1.1,7.14,0.68,0.58,0.0,0.13,0.51,0.72,Multimodal,resúmenes,4,true,false,true,true,false,true,false,false
814,Bartholemy,Heighton,22,Male,0.04,1.58,9.63,4.79,3.72,0.85,0.93,0.23,0.65,0.08,kinestésico,Toma de apuntes,8,true,false,false,true,true,false,false,false
815,Bud,Klimt,29,Male,2.98,9.85,7.04,4.26,3.78,0.02,0.94,0.08,0.15,0.26,Lectura/Escritura,flashcards,3,true,false,false,true,true,false,false,false
816,Darrelle,Karpychev,21,Female,1.57,3.96,1.06,1.44,7.74,0.96,0.93,0.37,0.9,0.98,Lectura/Escritura,grupos de estudio,1,true,false,false,false,true,true,false,false
817,Fanchon,Tripean,36,Female,2.68,6.46,5.4,3.04,8.51,0.9,0.93,0.34,0.85,0.18,Multimodal,grupos de estudio,1,true,false,false,true,false,false,true,false
818,Tamarah,Plampin,37,Female,7.28,9.74,1.68,1.11,1.07,0.52,0.15,0.66,0.76,0.9,Lectura/Escritura,otro,4,true,false,true,false,false,false,false,true
819,Corella,Yeiles,18,Female,8.62,7.73,0.57,7.65,6.02,0.61,0.68,0.33,0.29,0.4,visual,Toma de apuntes,8,true,true,false,true,true,false,true,false
820,Venita,Gatecliff,23,Female,6.89,9.45,3.29,4.42,7.79,0.16,0.97,0.27,0.25,0.36,Multimodal,otro,5,true,true,false,false,false,true,false,true
821,Sande,Kitchinham,35,Female,7.42,0.48,3.52,9.66,7.78,0.79,0.5,0.27,0.3,0.05,Lectura/Escritura,uso de tecnología,3,false,false,false,false,false,true,true,false
822,Cello,Beswetherick,20,Male,2.09,6.38,5.61,2.11,4.71,0.88,0.09,0.09,0.55,0.62,auditivo,Toma de apuntes,7,true,false,false,false,true,true,true,true
823,Sergio,Symmons,21,Male,7.59,2.02,8.19,9.05,2.99,0.02,0.08,0.04,0.98,0.01,visual,flashcards,5,false,false,true,false,true,true,false,true
824,Luz,Cheyenne,40,Female,3.63,0.54,1.31,8.05,6.33,0.62,0.2,0.27,0.13,0.41,auditivo,grupos de estudio,4,false,true,true,false,false,false,true,false
825,Philipa,Jalland,40,Female,7.96,6.22,1.73,4.94,8.74,0.42,0.51,0.45,0.81,0.21,kinestésico,técnica Pomodoro,7,true,false,false,false,false,false,false,false
826,Tara,Hedylstone,36,Female,9.79,5.87,5.48,4.79,1.43,0.58,0.92,0.24,0.38,0.42,otro,técnica Pomodoro,1,true,false,true,true,true,true,true,false
827,Page,Dumpleton,34,Male,6.72,4.17,4.84,5.92,9.28,0.3,0.36,0.61,0.49,0.35,auditivo,resúmenes,2,false,false,true,false,false,true,false,true
828,Sebastiano,Brito,39,Male,1.82,0.51,2.93,3.32,1.36,0.66,0.29,0.27,0.71,0.1,Lectura/Escritura,grupos de estudio,7,true,false,false,false,false,true,false,false
829,Colver,Camellini,37,Male,7.74,4.87,3.92,8.81,8.77,0.96,0.47,0.81,0.42,0.16,otro,técnica Pomodoro,8,true,false,false,true,true,false,true,false
830,Rodi,Ivy,20,Female,9.25,9.68,7.92,3.9,6.71,0.03,0.33,0.5,0.03,0.4,otro,técnica Pomodoro,2,false,true,false,false,true,false,true,true
831,Codie,Labba,19,Male,1.65,1.42,7.23,4.36,3.51,0.73,0.75,0.47,0.32,0.42,otro,mapas mentales,7,true,true,true,true,true,true,false,false
832,Mikkel,Laverenz,34,Male,4.93,2.45,3.59,3.29,2.36,0.43,0.5,0.23,0.61,0.83,otro,lectura activa,2,false,true,true,true,false,false,true,false
833,Sonnnie,Ropert,18,Female,1.92,3.06,2.47,6.42,7.1,0.52,0.74,0.86,0.07,0.34,otro,enseñanza a otros,5,false,false,false,true,true,true,false,true
834,Analiese,Blumson,29,Female,2.25,9.64,2.04,6.72,2.58,0.03,0.08,0.18,0.15,0.11,auditivo,lectura activa,4,false,true,true,true,false,true,true,false
835,Anjanette,Kidston,20,Female,6.54,7.1,9.37,3.55,0.03,0.64,0.92,0.89,0.64,0.87,auditivo,técnica Pomodoro,1,false,false,false,false,true,true,true,true
836,Gian,Omond,29,Male,1.39,6.81,6.1,1.23,4.7,0.47,0.44,0.5,0.93,0.99,Lectura/Escritura,resúmenes,4,true,true,true,false,true,false,true,true
837,Ruthe,Duplan,28,Female,2.99,5.74,4.61,6.09,2.91,0.61,0.93,0.77,0.07,0.87,kinestésico,lectura activa,3,false,false,false,true,false,false,false,false
838,Kyla,Treadwell,39,Female,8.09,9.73,3.08,4.9,6.33,0.69,0.74,0.6,0.15,0.01,auditivo,mapas mentales,4,false,true,false,true,false,false,true,false
839,Sophi,Gillimgham,40,Female,3.28,6.03,1.82,1.66,9.36,0.93,0.21,0.27,0.47,0.18,Lectura/Escritura,flashcards,0,false,false,true,false,false,true,true,false
840,Rebekah,McNelly,20,Female,0.61,4.31,4.12,6.02,8.99,0.85,0.42,0.43,0.83,0.46,auditivo,mapas mentales,5,true,false,false,true,true,false,false,true
841,Hayward,Roff,18,Male,9.25,9.33,1.06,3.27,9.63,0.14,0.83,0.42,0.8,0.71,Multimodal,otro,0,true,true,false,true,false,false,true,false
842,Evonne,Duckhouse,33,Female,3.0,7.93,4.03,0.11,7.63,0.81,0.81,0.19,0.28,0.43,Lectura/Escritura,otro,2,false,false,false,false,true,false,false,true
843,Leigh,Dowding,29,Female,1.81,8.01,8.99,2.99,4.66,0.8,0.13,0.56,0.43,0.03,Multimodal,flashcards,2,false,true,false,true,false,true,false,true
844,Bethina,Templman,22,Female,4.61,5.29,6.4,2.67,5.05,0.54,0.67,0.63,0.45,0.69,otro,uso de tecnología,8,false,false,true,true,true,false,false,false
845,Doretta,Crowest,32,Female,2.34,7.19,9.06,6.28,5.03,0.76,0.97,0.32,0.64,0.5,kinestésico,grupos de estudio,4,true,true,false,false,true,true,true,false
846,Arlee,Gillott,21,Female,3.33,1.48,6.95,8.06,6.3,0.32,0.28,0.06,0.68,0.4,Multimodal,enseñanza a otros,1,false,true,false,true,true,true,false,true
847,Mae,Egan,26,Female,6.06,7.53,4.38,9.53,8.9,0.21,0.56,0.22,0.98,0.29,auditivo,enseñanza a otros,2,true,false,true,true,true,false,false,false
848,Wang,Stack,37,Male,3.9,2.22,2.39,3.71,5.22,0.96,0.14,0.38,0.35,0.09,kinestésico,flashcards,1,false,false,true,false,true,true,false,false
849,Tibold,Matic,38,Male,4.38,2.51,4.34,4.52,3.83,0.88,0.54,0.37,0.84,0.69,Lectura/Escritura,enseñanza a otros,4,false,true,false,false,false,false,false,true
850,Hersch,Petcher,33,Male,0.39,1.9,7.5,8.0,2.85,0.49,0.99,0.09,0.94,0.15,Multimodal,técnica Pomodoro,6,false,true,true,true,true,true,false,true
851,Matthaeus,Spanswick,28,Male,9.8,3.48,6.0,3.93,1.92,0.12,0.3,0.39,0.5,0.23,visual,uso de tecnología,6,true,false,true,true,false,true,true,false
852,Carola,Lardge,31,Female,8.03,6.13,6.3,7.42,9.64,0.08,0.9,0.28,0.65,0.72,kinestésico,mapas mentales,6,false,true,false,true,true,false,false,true
853,Elbert,McGarrie,20,Male,0.87,3.93,5.15,0.73,2.24,0.46,0.63,0.19,0.89,0.25,otro,lectura activa,8,false,false,true,false,false,true,false,true
854,Gerome,Rutgers,32,Male,6.69,6.28,0.08,2.97,6.61,0.75,0.18,0.69,0.48,0.51,kinestésico,flashcards,7,true,true,true,false,false,false,false,true
855,Austina,Blowin,20,Female,8.58,7.97,9.56,3.02,0.36,0.97,0.17,0.03,0.87,0.81,Multimodal,mapas mentales,3,true,false,true,false,true,true,true,true
856,Vannie,Welbrock,24,Female,1.08,8.05,9.1,1.62,5.93,0.53,0.98,0.66,0.05,0.04,Lectura/Escritura,técnica Pomodoro,7,false,true,true,true,false,true,true,true
857,Dorri,McKeady,32,Female,7.89,5.35,4.0,9.17,0.35,0.97,0.57,0.15,0.32,0.07,otro,autoevaluación y pruebas prácticas,0,true,false,true,true,false,true,false,true
858,Conant,Pluthero,38,Male,1.25,6.56,6.06,9.78,7.14,0.24,0.72,0.94,0.59,0.53,auditivo,flashcards,5,true,false,false,true,true,true,true,false
859,Darsie,Hanrott,34,Female,6.8,8.84,9.04,0.32,1.95,0.05,0.69,0.99,0.29,0.92,visual,técnica Pomodoro,3,true,true,false,true,true,false,false,true
860,Effie,Gherardini,37,Female,9.53,5.31,9.16,9.54,9.37,0.26,0.58,0.79,0.11,0.85,auditivo,enseñanza a otros,0,false,true,false,false,false,false,false,false
861,Carey,Andrejevic,33,Male,9.91,7.03,2.71,1.39,3.31,0.43,0.04,0.65,0.75,0.45,Multimodal,otro,0,false,false,false,false,false,true,false,false
862,Hali,Grishinov,26,Female,8.49,1.74,3.74,2.53,2.45,0.9,0.14,0.27,0.43,0.52,auditivo,enseñanza a otros,8,true,false,false,true,false,true,true,true
863,Bay,Doodson,32,Male,3.93,9.41,3.95,0.61,0.3,0.75,0.33,0.13,0.69,0.76,visual,otro,0,true,true,false,true,false,true,true,false
864,Kipp,Sorby,22,Male,9.67,5.84,4.33,7.68,4.89,0.2,0.51,0.01,0.47,0.62,Multimodal,mapas mentales,1,true,false,true,true,false,false,true,true
865,Archambault,Corbet,20,Male,4.24,4.18,4.48,3.9,9.18,0.56,0.76,0.69,0.76,0.92,kinestésico,enseñanza a otros,1,true,false,true,true,false,false,true,false
866,Elane,Rooze,18,Female,3.63,3.66,3.3,2.95,1.55,0.11,0.48,0.32,0.71,0.51,kinestésico,resúmenes,3,true,false,true,true,true,false,true,true
867,Amery,Lippo,20,Male,8.62,2.2,8.39,9.7,1.86,0.83,0.32,0.71,0.59,0.23,Lectura/Escritura,mapas mentales,4,false,false,false,false,false,false,false,true
868,Gage,Glusby,39,Male,8.81,8.17,1.13,8.66,9.25,0.62,0.47,0.12,0.25,0.16,auditivo,autoevaluación y pruebas prácticas,5,true,false,false,true,false,true,false,false
869,Rorke,McCaster,32,Male,0.84,8.29,1.1,7.28,2.71,0.47,0.54,0.13,0.82,0.26,Multimodal,técnica Pomodoro,2,false,false,false,true,true,false,true,true
870,Ysabel,Barsham,29,Female,4.25,7.94,4.48,4.33,8.95,0.85,0.25,0.22,0.79,0.29,Multimodal,lectura activa,0,false,false,false,false,false,true,true,false
871,Umeko,Biaggetti,25,Female,8.65,8.4,4.61,9.27,9.94,0.21,0.29,0.05,0.93,0.65,visual,enseñanza a otros,0,false,false,false,false,false,true,true,true
872,Valentijn,Honnicott,33,Male,5.54,8.16,9.83,7.05,4.02,0.43,0.46,0.65,0.37,0.72,otro,resúmenes,2,false,false,false,false,true,true,false,true
873,Scarface,Ure,36,Male,3.79,1.12,0.84,8.57,8.87,0.88,0.72,0.06,0.46,0.09,Multimodal,uso de tecnología,2,true,true,true,true,false,false,false,true
874,Chase,Fibbens,24,Male,7.65,4.7,4.12,1.69,2.8,0.15,0.23,0.71,0.28,0.07,kinestésico,mapas mentales,0,true,true,false,false,false,false,false,false
875,Darwin,Sleightholm,40,Male,8.61,7.49,3.65,0.87,2.76,0.73,0.24,0.52,0.75,0.82,visual,uso de tecnología,4,true,false,true,false,false,false,true,true
876,Paula,Andretti,26,Female,5.6,5.92,0.65,3.71,3.29,0.58,0.15,0.22,0.26,0.57,visual,grupos de estudio,5,false,false,false,true,false,false,false,false
877,Base,Giacomuzzo,29,Male,0.97,2.17,4.14,0.11,7.84,0.21,0.1,0.94,0.69,0.55,otro,mapas mentales,7,true,false,true,true,false,false,false,false
878,Kelvin,Brunnstein,20,Male,9.35,5.2,4.46,1.94,2.87,0.87,0.55,0.9,0.19,0.32,otro,resúmenes,0,false,true,true,true,false,false,false,false
879,Gibbie,Moppett,22,Male,2.68,1.5,3.01,7.53,5.19,0.93,0.21,0.0,0.61,0.67,Multimodal,grupos de estudio,1,false,false,false,false,false,true,false,false
880,Victor,Stollsteiner,22,Male,4.03,7.52,8.93,4.93,4.93,0.43,0.8,0.22,0.67,0.82,Multimodal,enseñanza a otros,0,true,true,true,true,false,false,false,false
881,Ainsley,Newcomen,18,Female,2.76,5.78,1.25,5.36,2.99,0.94,0.93,0.72,0.4,0.18,visual,autoevaluación y pruebas prácticas,6,false,true,true,false,true,true,false,true
882,Alfonso,Tempest,34,Male,6.32,5.0,5.79,5.71,2.12,0.05,0.04,0.16,0.06,0.14,Multimodal,mapas mentales,4,true,true,true,false,true,false,false,true
883,Kristina,Lasselle,33,Female,6.54,5.87,1.75,2.94,2.26,0.12,0.42,0.27,0.52,0.37,Multimodal,autoevaluación y pruebas prácticas,7,true,true,true,true,false,true,false,false
884,Electra,Staynes,18,Female,6.1,0.32,8.41,3.98,3.19,0.2,0.49,0.49,0.55,0.31,Multimodal,uso de tecnología,6,false,true,true,true,true,true,false,true
885,Brantley,Santus,29,Male,0.42,9.52,7.45,9.04,3.88,0.7,0.8,0.34,0.85,0.2,kinestésico,lectura activa,2,false,true,true,true,false,false,true,true
886,Philip,Garnsey,37,Male,8.85,1.08,4.43,3.39,9.7,0.55,0.38,0.6,0.68,0.7,Multimodal,flashcards,1,false,true,false,false,true,true,false,true
887,Broderick,Girardengo,20,Male,0.55,9.32,6.9,0.39,3.45,0.73,0.76,0.22,0.37,0.5,kinestésico,mapas mentales,6,false,true,false,false,true,false,true,true
888,Corina,Skyppe,23,Female,7.32,6.98,7.9,5.42,7.9,0.62,0.96,0.38,0.93,1.0,auditivo,lectura activa,0,true,false,true,false,true,false,false,false
889,Belita,Tarte,18,Female,6.44,1.65,6.78,0.52,5.67,0.13,0.03,0.25,0.22,0.43,kinestésico,Toma de apuntes,4,true,true,true,true,false,true,false,false
890,Babb,Reedshaw,23,Female,2.46,0.78,4.43,8.75,5.55,0.98,0.68,0.74,0.59,0.55,otro,autoevaluación y pruebas prácticas,3,true,true,true,true,false,true,true,false
891,Bronson,Scheffler,33,Male,0.44,2.87,0.11,5.45,3.94,0.23,0.09,0.48,0.65,0.68,Lectura/Escritura,técnica Pomodoro,0,true,true,true,false,true,false,false,true
892,Brendin,Mordan,36,Male,1.76,0.75,3.12,1.32,4.27,0.81,0.95,0.49,0.24,0.42,auditivo,lectura activa,7,false,false,true,true,false,false,false,false
893,Eudora,Clem,38,Female,1.51,3.86,4.08,6.3,1.94,0.13,0.35,0.32,1.0,0.72,Lectura/Escritura,técnica Pomodoro,2,true,false,false,false,false,false,false,true
894,Jena,Houlson,29,Female,5.75,9.33,0.68,7.03,4.81,0.4,0.36,0.45,0.25,0.22,Multimodal,flashcards,8,false,false,false,true,false,false,false,true
895,Lorrayne,Day,34,Female,8.84,3.25,5.21,3.73,0.08,0.7,0.08,0.36,0.7,0.39,kinestésico,resúmenes,4,false,false,false,false,false,true,true,true
896,Hulda,Aspinal,40,Female,5.11,4.65,1.71,1.28,1.05,0.34,0.55,0.16,0.38,0.86,auditivo,uso de tecnología,5,false,false,false,true,true,true,false,false
897,Jonas,Alishoner,39,Male,0.76,0.69,6.56,8.77,8.78,0.38,0.67,0.3,0.79,0.61,Lectura/Escritura,grupos de estudio,8,false,true,true,false,true,false,false,false
898,Andeee,Mant,38,Female,1.4,8.57,9.95,2.04,6.35,0.72,0.94,0.12,0.42,0.35,visual,lectura activa,8,false,false,false,false,true,false,true,true
899,Sal,Lutz,31,Female,5.67,6.65,4.52,7.12,6.03,0.04,0.23,0.22,0.82,0.13,otro,lectura activa,1,false,false,false,false,false,false,true,true
900,Sisile,Hitzmann,23,Female,3.23,0.8,9.25,6.46,7.26,0.4,0.11,0.78,0.22,0.0,otro,resúmenes,5,false,true,false,false,false,false,false,true
901,Vina,O'Lenechan,38,Female,1.84,6.24,0.89,8.78,1.65,0.46,0.53,0.58,0.11,0.7,Multimodal,autoevaluación y pruebas prácticas,2,false,true,false,true,true,true,true,true
902,Keelby,Lickess,40,Male,5.11,1.72,9.2,4.47,5.63,0.71,0.04,0.27,0.67,0.06,auditivo,otro,4,false,false,false,false,false,true,true,false
903,Howie,Ruddle,29,Male,4.7,0.46,9.0,4.72,0.8,0.11,0.65,0.16,0.05,0.75,auditivo,resúmenes,5,true,true,true,true,true,true,false,true
904,Lynnet,Percifull,20,Female,2.01,9.27,1.22,0.34,9.88,0.94,0.71,0.1,0.72,0.28,Lectura/Escritura,otro,1,true,false,false,false,false,false,false,false
905,Calla,Cope,28,Female,2.93,6.31,0.6,3.07,1.52,0.31,0.33,0.91,0.86,0.48,otro,resúmenes,4,true,false,true,false,true,false,false,true
906,Kelsy,Airey,37,Female,2.42,2.93,0.59,4.26,1.03,0.73,0.74,0.07,0.5,0.28,otro,resúmenes,3,false,false,true,false,false,true,false,false
907,Skye,Cookson,30,Male,3.06,8.84,1.16,9.38,7.38,0.56,0.17,0.88,0.34,0.83,otro,técnica Pomodoro,8,true,true,true,true,true,false,false,false
908,Tye,De la Zenne,32,Male,5.02,0.07,3.6,3.19,8.86,0.87,0.42,0.99,0.72,0.64,visual,resúmenes,6,false,true,false,false,true,true,false,true
909,Benedetto,Jozef,19,Male,0.75,3.61,6.18,1.86,8.46,0.44,0.02,1.0,0.88,0.38,Lectura/Escritura,autoevaluación y pruebas prácticas,1,false,false,true,false,false,false,true,true
910,Katinka,Prator,23,Female,4.32,2.06,3.65,8.38,1.93,0.45,0.89,0.45,0.96,0.13,auditivo,mapas mentales,1,false,false,false,true,true,false,true,true
911,Andromache,Filyukov,25,Female,4.09,8.7,2.63,3.65,4.17,0.31,0.35,0.65,0.85,0.68,auditivo,flashcards,8,false,true,true,true,true,false,false,false
912,Lonnard,Hands,35,Male,3.21,0.42,7.95,4.88,7.11,0.85,0.95,0.65,0.96,0.24,Lectura/Escritura,técnica Pomodoro,5,true,true,false,false,false,true,false,false
913,Donn,Rendle,26,Male,6.93,0.47,9.03,2.72,9.38,0.31,0.78,0.82,0.33,0.43,Multimodal,autoevaluación y pruebas prácticas,3,true,true,true,false,true,false,false,true
914,Tersina,Cordery,40,Female,9.43,3.7,5.39,1.73,6.54,0.91,0.74,0.28,0.88,0.43,auditivo,resúmenes,3,false,false,true,false,false,false,false,true
915,Weber,Brands,22,Male,5.41,8.81,1.98,8.53,9.97,0.03,0.8,0.06,0.05,0.41,otro,Toma de apuntes,3,true,true,false,true,false,true,true,false
916,Bradley,Ely,38,Male,2.05,6.45,8.26,0.99,9.73,0.65,0.57,0.29,0.9,0.06,Multimodal,Toma de apuntes,6,false,false,true,false,false,false,true,true
917,Brena,Rashleigh,32,Female,9.87,8.39,9.14,8.22,2.31,0.56,0.33,0.26,0.53,0.86,Multimodal,técnica Pomodoro,6,true,false,true,true,false,false,false,true
918,Cleon,Faughnan,24,Male,7.7,3.47,9.41,2.97,8.48,0.17,0.46,0.95,0.13,0.51,visual,resúmenes,0,true,true,false,false,true,true,true,false
919,Anne-marie,McNirlin,37,Female,7.97,8.86,7.85,1.69,8.74,0.43,0.39,0.98,0.24,0.33,visual,enseñanza a otros,1,true,true,true,true,false,true,true,false
920,Robby,Harston,32,Female,2.95,2.61,2.2,2.98,5.78,0.09,0.84,0.37,0.68,0.79,kinestésico,mapas mentales,7,true,true,true,false,true,false,true,false
921,Thornton,Potticary,22,Male,8.66,1.2,5.28,0.96,3.86,0.01,0.3,0.52,0.85,0.93,kinestésico,resúmenes,1,false,false,true,false,true,true,false,false
922,Emyle,Lory,22,Female,5.24,9.45,2.03,7.7,8.6,0.39,0.45,0.59,0.28,0.49,kinestésico,grupos de estudio,1,true,false,true,false,false,false,false,true
923,Marigold,Ashbey,22,Female,3.94,9.24,9.59,4.66,2.16,0.94,0.52,0.56,0.25,0.89,visual,uso de tecnología,1,true,false,true,false,false,false,true,false
924,Agnella,Beardsdale,34,Female,5.57,6.55,0.79,1.27,8.3,0.72,0.24,0.37,0.8,0.01,kinestésico,resúmenes,0,true,false,false,true,false,true,true,false
925,Remus,Welberry,29,Male,7.72,7.93,4.97,1.44,7.12,0.54,0.35,0.28,0.88,0.19,kinestésico,mapas mentales,4,true,true,false,false,true,false,true,true
926,Carolyne,Shelp,23,Female,8.77,7.22,3.02,5.26,3.37,0.56,0.86,0.8,0.65,0.8,auditivo,enseñanza a otros,7,true,true,false,false,false,true,false,true
927,Saundra,Andersen,36,Male,2.29,7.18,1.1,3.3,7.8,0.28,0.74,0.74,0.46,0.09,Lectura/Escritura,mapas mentales,2,true,true,false,false,true,true,true,false
928,Anya,Dillow,34,Female,5.12,2.18,9.65,7.33,3.68,0.73,0.31,0.7,0.43,0.61,otro,otro,4,false,false,true,false,true,false,false,false
929,Garret,Lumly,33,Male,4.97,8.71,0.82,0.39,1.07,0.34,0.26,0.48,0.51,0.59,kinestésico,lectura activa,0,true,false,false,true,false,true,true,true
930,Jamison,Skarman,37,Male,2.9,9.88,1.55,9.71,0.87,0.52,0.69,0.42,0.69,0.92,auditivo,autoevaluación y pruebas prácticas,0,true,true,false,false,false,true,true,false
